customer_id,age,gender,region,registration_year,account_age_years,prime_status,membership_tier,total_orders,total_spend_usd,avg_order_value,return_rate_pct,num_returns,top_category,unique_categories_browsed,avg_review_score,num_reviews_written,wishlist_items,avg_daily_browsing_min,preferred_device,preferred_payment,discount_usage_rate_pct,coupon_redemptions,subscription_services,last_purchase_days_ago,customer_lifetime_value,churn_risk_score,satisfaction_rating,customer_segment_label
AMZ-103927,60,Non-Binary,East Asia,2021,4,Non-Prime,Diamond,29,357.46,12.33,27.59,8,Toys,1,3.7,13,84,137,Alexa,Credit Card,11.87,16,0,684,377.23,0.2339,Neutral,Bargain Hunter
AMZ-103928,30,Non-Binary,South Asia,2020,5,Prime,Gold,8,775.14,96.89,75.0,6,Books,9,2.8,6,59,98,Tablet,Net Banking,3.71,14,3,556,815.7,0.5231,Neutral,Bargain Hunter
AMZ-103929,35,Male,East Asia,2021,4,Prime,Silver,66,4582.21,69.43,3.03,2,Books,7,3.8,25,31,135,Alexa,Gift Card,59.84,1,2,165,5216.41,0.2954,Satisfied,Loyal Shopper
AMZ-103930,62,Male,East Asia,2018,7,Prime,Platinum,0,77.2,77.2,0.0,0,Toys,7,2.9,33,2,1,Tablet,Gift Card,3.31,17,4,37,108.53,0.4579,Neutral,Inactive User
AMZ-103931,29,Non-Binary,Europe,2017,8,Prime,Platinum,10,528.32,52.83,10.0,1,Home & Kitchen,9,3.4,46,7,53,Desktop,Amazon Pay,38.17,0,0,335,690.47,0.6676,Satisfied,Occasional Buyer
AMZ-103932,37,Female,North America,2021,4,Prime,Silver,11,422.42,38.4,27.27,3,Grocery,5,2.0,22,19,54,Tablet,Credit Card,25.98,38,2,284,578.4,0.7349,Dissatisfied,Occasional Buyer
AMZ-103933,41,Female,South Asia,2022,3,Non-Prime,Silver,31,4561.87,147.16,0.0,0,Beauty,1,3.5,24,43,112,Desktop,Credit Card,8.43,35,4,392,4841.86,0.4672,Satisfied,Loyal Shopper
AMZ-103934,19,Non-Binary,Middle East,2018,7,Prime,Diamond,79,1968.16,24.91,2.53,2,Toys,5,4.7,40,37,77,Alexa,Amazon Pay,18.14,23,2,709,2393.06,0.9723,Very Satisfied,Loyal Shopper
AMZ-103935,51,Female,East Asia,2017,8,Prime,Silver,14,760.06,54.29,57.14,8,Sports,8,3.3,43,80,97,Smart TV,Net Banking,44.73,26,2,312,894.2,0.0201,Dissatisfied,Bargain Hunter
AMZ-103936,46,Male,North America,2019,6,Prime,Gold,65,3093.86,47.6,3.08,2,Home & Kitchen,6,4.8,22,29,161,Desktop,Amazon Pay,63.06,23,4,502,4348.51,0.1931,Very Satisfied,Loyal Shopper
AMZ-103937,61,Male,North America,2018,7,Prime,Diamond,5,531.06,106.21,0.0,0,Clothing,1,2.3,39,4,28,Alexa,Debit Card,25.95,18,4,461,761.16,0.4324,Neutral,Occasional Buyer
AMZ-103938,39,Male,North America,2016,9,Non-Prime,Diamond,34,5936.99,174.62,2.94,1,Toys,4,3.5,37,9,101,Tablet,Gift Card,17.27,12,3,451,7172.7,0.8052,Satisfied,Premium Spender
AMZ-103939,58,Non-Binary,Middle East,2017,8,Prime,Diamond,47,14383.82,306.04,8.51,4,Automotive,2,3.4,41,29,76,Smart TV,Credit Card,41.93,23,0,341,17418.09,0.3053,Satisfied,Premium Spender
AMZ-103940,69,Female,Southeast Asia,2023,2,Prime,Platinum,3,25.33,8.44,0.0,0,Electronics,7,1.0,10,0,9,Smart TV,Gift Card,34.65,3,3,444,32.21,0.718,Dissatisfied,Inactive User
AMZ-103941,54,Male,Latin America,2015,10,Prime,Gold,19,7689.6,404.72,0.0,0,Books,2,3.1,3,29,69,Smart TV,Debit Card,16.23,22,1,69,8407.11,0.7834,Very Satisfied,Premium Spender
AMZ-103942,23,Non-Binary,Middle East,2023,2,Non-Prime,Diamond,25,743.83,29.75,16.0,4,Grocery,2,4.3,24,89,159,Mobile,Net Banking,6.65,5,0,444,974.84,0.7129,Satisfied,Bargain Hunter
AMZ-103943,45,Non-Binary,Southeast Asia,2022,3,Non-Prime,Gold,14,463.97,33.14,7.14,1,Electronics,5,3.7,34,12,27,Desktop,Cash on Delivery,38.67,27,2,683,464.36,0.23,Neutral,Occasional Buyer
AMZ-103944,37,Female,Latin America,2020,5,Prime,Diamond,78,1783.71,22.87,0.0,0,Sports,3,4.6,46,48,138,Alexa,Gift Card,70.1,1,0,561,2024.58,0.9853,Satisfied,Loyal Shopper
AMZ-103945,57,Male,Middle East,2023,2,Non-Prime,Silver,22,9509.3,432.24,18.18,4,Toys,2,3.2,38,25,59,Mobile,Amazon Pay,43.61,9,2,225,14017.18,0.367,Neutral,Premium Spender
AMZ-103946,20,Female,East Asia,2023,2,Prime,Silver,64,4554.55,71.16,0.0,0,Office,6,4.9,35,10,86,Smart TV,Net Banking,59.58,30,4,717,4680.6,0.5888,Very Satisfied,Loyal Shopper
AMZ-103947,51,Female,South Asia,2021,4,Prime,Silver,11,751.68,68.33,81.82,9,Office,1,4.4,27,44,137,Smart TV,Net Banking,75.23,31,4,33,776.19,0.8065,Neutral,Bargain Hunter
AMZ-103948,49,Non-Binary,North America,2019,6,Non-Prime,Platinum,17,366.67,21.57,41.18,7,Grocery,4,3.5,3,93,125,Alexa,Credit Card,78.1,25,0,244,525.54,0.2711,Neutral,Bargain Hunter
AMZ-103949,41,Non-Binary,South Asia,2019,6,Non-Prime,Diamond,30,3128.88,104.3,0.0,0,Automotive,8,3.5,18,49,161,Mobile,Gift Card,44.54,4,4,146,3938.27,0.0004,Satisfied,Loyal Shopper
AMZ-103950,50,Male,Europe,2021,4,Prime,Silver,9,272.78,30.31,0.0,0,Office,6,3.5,33,19,53,Desktop,Net Banking,75.19,13,4,469,321.46,0.0863,Neutral,Occasional Buyer
AMZ-103951,29,Male,East Asia,2016,9,Prime,Gold,44,5102.88,115.97,4.55,2,Toys,5,4.4,4,6,115,Mobile,Debit Card,7.78,31,4,253,5502.16,0.4533,Very Satisfied,Premium Spender
AMZ-103952,58,Female,Middle East,2021,4,Non-Prime,Silver,63,4602.31,73.05,0.0,0,Grocery,8,3.8,42,20,126,Alexa,Gift Card,68.33,30,1,409,6674.63,0.9213,Very Satisfied,Loyal Shopper
AMZ-103953,23,Non-Binary,North America,2020,5,Prime,Gold,14,338.62,24.19,0.0,0,Home & Kitchen,8,3.7,22,19,50,Tablet,UPI,1.1,32,1,206,446.29,0.9201,Dissatisfied,Occasional Buyer
AMZ-103954,31,Male,Latin America,2021,4,Non-Prime,Silver,51,1457.97,28.59,0.0,0,Electronics,5,3.7,44,42,159,Smart TV,Amazon Pay,39.03,21,4,421,1813.66,0.0368,Satisfied,Loyal Shopper
AMZ-103955,48,Female,East Asia,2022,3,Prime,Diamond,41,8407.73,205.07,0.0,0,Sports,5,3.6,14,10,46,Tablet,Amazon Pay,1.43,31,1,112,8518.88,0.5548,Satisfied,Premium Spender
AMZ-103956,59,Male,East Asia,2021,4,Non-Prime,Platinum,31,10653.72,343.67,12.9,4,Books,3,4.3,49,16,43,Mobile,Debit Card,76.64,21,2,693,11601.03,0.1109,Very Satisfied,Premium Spender
AMZ-103957,59,Male,East Asia,2020,5,Prime,Gold,7,528.66,75.52,57.14,4,Grocery,3,3.2,18,86,93,Desktop,Debit Card,41.54,14,4,286,550.99,0.7371,Satisfied,Bargain Hunter
AMZ-103958,58,Female,Europe,2020,5,Non-Prime,Diamond,15,587.36,39.16,13.33,2,Office,2,3.2,24,99,125,Alexa,Credit Card,25.07,11,3,699,783.37,0.092,Dissatisfied,Bargain Hunter
AMZ-103959,28,Non-Binary,Southeast Asia,2017,8,Prime,Diamond,67,1037.26,15.48,0.0,0,Automotive,6,4.2,29,19,123,Mobile,Cash on Delivery,14.42,11,3,620,1443.74,0.8064,Satisfied,Loyal Shopper
AMZ-103960,58,Male,South Asia,2022,3,Prime,Platinum,28,11663.98,416.57,7.14,2,Toys,8,3.6,25,20,108,Alexa,Gift Card,55.96,8,1,582,13594.38,0.971,Very Satisfied,Premium Spender
AMZ-103961,47,Female,North America,2023,2,Prime,Platinum,5,580.68,116.14,180.0,9,Toys,6,3.5,46,99,164,Mobile,Amazon Pay,4.58,15,0,261,616.41,0.0995,Dissatisfied,Bargain Hunter
AMZ-103962,24,Female,Middle East,2016,9,Prime,Platinum,7,744.83,106.4,28.57,2,Home & Kitchen,9,3.3,46,44,191,Desktop,Gift Card,51.78,18,2,656,847.25,0.1337,Satisfied,Bargain Hunter
AMZ-103963,49,Female,North America,2018,7,Non-Prime,Diamond,39,14683.96,376.51,5.13,2,Toys,8,3.5,35,10,88,Smart TV,Gift Card,77.89,33,1,299,20015.24,0.9598,Very Satisfied,Premium Spender
AMZ-103964,65,Male,Southeast Asia,2023,2,Prime,Gold,49,11307.77,230.77,8.16,4,Sports,2,3.2,46,17,40,Tablet,Net Banking,41.8,9,1,49,15315.7,0.8147,Satisfied,Premium Spender
AMZ-103965,49,Female,Latin America,2020,5,Non-Prime,Gold,0,56.68,56.68,0.0,0,Books,5,2.8,17,0,14,Smart TV,Cash on Delivery,33.14,17,3,70,69.63,0.685,Neutral,Inactive User
AMZ-103966,50,Male,South Asia,2016,9,Prime,Platinum,77,1354.35,17.59,1.3,1,Office,9,3.8,31,48,161,Smart TV,Net Banking,24.62,27,4,530,1590.46,0.3795,Very Satisfied,Loyal Shopper
AMZ-103967,33,Female,Europe,2016,9,Prime,Silver,43,8802.51,204.71,6.98,3,Electronics,7,3.8,1,24,67,Tablet,UPI,65.06,16,3,401,10425.46,0.4415,Neutral,Premium Spender
AMZ-103968,40,Male,Middle East,2020,5,Prime,Diamond,1,401.25,401.25,0.0,0,Home & Kitchen,3,2.2,41,5,27,Mobile,UPI,54.2,16,2,386,484.62,0.4428,Satisfied,Occasional Buyer
AMZ-103969,37,Female,North America,2021,4,Prime,Platinum,26,446.67,17.18,7.69,2,Clothing,1,4.3,40,66,221,Smart TV,Credit Card,16.59,16,0,667,585.81,0.769,Satisfied,Bargain Hunter
AMZ-103970,35,Non-Binary,Europe,2017,8,Non-Prime,Platinum,31,13284.18,428.52,9.68,3,Automotive,4,4.0,22,22,92,Smart TV,Cash on Delivery,30.37,38,3,592,14190.24,0.348,Very Satisfied,Premium Spender
AMZ-103971,41,Male,North America,2019,6,Prime,Diamond,6,681.82,113.64,66.67,4,Toys,1,3.2,24,56,97,Tablet,Gift Card,70.72,24,3,318,839.18,0.3455,Neutral,Bargain Hunter
AMZ-103972,52,Non-Binary,Latin America,2018,7,Prime,Diamond,5,410.1,82.02,40.0,2,Beauty,9,3.6,4,16,12,Smart TV,Debit Card,36.04,6,3,207,564.67,0.8426,Dissatisfied,Occasional Buyer
AMZ-103973,35,Female,South Asia,2023,2,Prime,Diamond,4,11.47,2.87,25.0,1,Office,4,1.5,43,4,13,Desktop,Amazon Pay,20.56,25,4,149,15.39,0.3658,Neutral,Inactive User
AMZ-103974,31,Female,Latin America,2019,6,Prime,Gold,1,12.59,12.59,100.0,1,Office,2,1.3,32,0,0,Mobile,UPI,49.18,1,2,225,15.17,0.8785,Very Dissatisfied,Inactive User
AMZ-103975,38,Non-Binary,Southeast Asia,2017,8,Non-Prime,Platinum,0,51.46,51.46,0.0,0,Toys,6,1.1,24,2,2,Mobile,Cash on Delivery,43.0,36,3,162,64.12,0.3558,Very Dissatisfied,Inactive User
AMZ-103976,63,Non-Binary,Middle East,2023,2,Non-Prime,Gold,43,7244.2,168.47,0.0,0,Toys,1,3.5,46,17,80,Mobile,Debit Card,65.05,10,3,650,10676.88,0.6591,Neutral,Premium Spender
AMZ-103977,30,Female,East Asia,2018,7,Non-Prime,Diamond,3,32.93,10.98,33.33,1,Electronics,4,1.1,26,3,2,Alexa,Cash on Delivery,31.66,27,1,468,37.01,0.9374,Dissatisfied,Inactive User
AMZ-103978,43,Female,Southeast Asia,2019,6,Non-Prime,Platinum,40,8070.06,201.75,2.5,1,Automotive,2,4.1,15,11,82,Mobile,Cash on Delivery,78.72,4,2,88,8922.88,0.488,Neutral,Premium Spender
AMZ-103979,39,Male,Southeast Asia,2015,10,Prime,Diamond,51,1885.95,36.98,3.92,2,Automotive,6,4.2,46,40,71,Alexa,Debit Card,33.79,21,4,304,2223.93,0.9072,Satisfied,Loyal Shopper
AMZ-103980,32,Non-Binary,East Asia,2021,4,Prime,Silver,20,11920.17,596.01,5.0,1,Automotive,2,4.2,48,8,44,Desktop,Amazon Pay,25.61,7,3,279,15225.27,0.4547,Satisfied,Premium Spender
AMZ-103981,30,Non-Binary,Middle East,2018,7,Prime,Gold,21,753.02,35.86,19.05,4,Clothing,6,4.2,8,50,149,Mobile,Gift Card,61.8,11,0,143,1032.16,0.1109,Neutral,Bargain Hunter
AMZ-103982,22,Male,Europe,2017,8,Prime,Gold,0,52.06,52.06,100.0,1,Home & Kitchen,5,1.9,41,0,13,Desktop,Net Banking,59.48,37,4,323,55.8,0.5525,Neutral,Inactive User
AMZ-103983,63,Male,South Asia,2015,10,Non-Prime,Gold,43,3831.49,89.1,4.65,2,Sports,9,4.8,5,17,108,Tablet,Gift Card,53.77,12,4,656,5469.29,0.8548,Very Satisfied,Loyal Shopper
AMZ-103984,64,Non-Binary,North America,2021,4,Prime,Platinum,22,424.83,19.31,18.18,4,Home & Kitchen,1,3.2,33,71,134,Mobile,Gift Card,12.74,20,4,463,464.73,0.9754,Satisfied,Bargain Hunter
AMZ-103985,18,Non-Binary,South Asia,2019,6,Prime,Platinum,1,38.03,38.03,100.0,1,Automotive,8,2.4,26,0,15,Alexa,Gift Card,36.42,37,3,218,56.64,0.5441,Very Dissatisfied,Inactive User
AMZ-103986,45,Non-Binary,Europe,2022,3,Prime,Gold,6,590.54,98.42,50.0,3,Grocery,9,3.7,30,12,47,Tablet,Debit Card,29.72,39,2,47,847.81,0.558,Neutral,Occasional Buyer
AMZ-103987,60,Male,North America,2017,8,Prime,Platinum,18,5916.34,328.69,5.56,1,Sports,7,4.2,12,23,68,Alexa,Cash on Delivery,77.01,33,3,58,6546.6,0.0648,Very Satisfied,Premium Spender
AMZ-103988,61,Female,Middle East,2015,10,Prime,Platinum,1,50.05,50.05,0.0,0,Home & Kitchen,4,1.6,30,3,17,Mobile,Credit Card,23.34,19,2,615,53.8,0.3201,Very Dissatisfied,Inactive User
AMZ-103989,50,Non-Binary,East Asia,2015,10,Prime,Platinum,3,91.56,30.52,33.33,1,Clothing,2,1.4,7,2,19,Tablet,Amazon Pay,30.25,32,0,489,110.09,0.2772,Neutral,Inactive User
AMZ-103990,36,Non-Binary,East Asia,2018,7,Prime,Platinum,1,473.07,473.07,0.0,0,Home & Kitchen,2,3.4,1,8,56,Smart TV,Gift Card,55.01,18,0,507,502.02,0.3356,Neutral,Occasional Buyer
AMZ-103991,53,Female,Europe,2018,7,Prime,Diamond,2,147.24,73.62,150.0,3,Grocery,1,2.7,15,6,23,Smart TV,UPI,32.91,7,4,249,195.55,0.7817,Neutral,Occasional Buyer
AMZ-103992,42,Female,Middle East,2016,9,Prime,Silver,1,59.79,59.79,100.0,1,Clothing,3,1.5,0,2,9,Mobile,Debit Card,39.21,4,0,576,68.35,0.1695,Neutral,Inactive User
AMZ-103993,48,Male,North America,2023,2,Prime,Silver,1,8.94,8.94,100.0,1,Automotive,6,2.6,37,0,0,Mobile,Credit Card,13.27,1,0,684,10.75,0.6556,Dissatisfied,Inactive User
AMZ-103994,40,Female,Middle East,2015,10,Prime,Diamond,3,56.27,18.76,33.33,1,Home & Kitchen,4,2.3,12,3,4,Alexa,Cash on Delivery,25.15,10,3,501,57.02,0.9072,Neutral,Inactive User
AMZ-103995,47,Male,Middle East,2018,7,Prime,Diamond,0,4.85,4.85,0.0,0,Clothing,6,2.1,24,0,2,Alexa,Gift Card,22.06,10,1,418,6.08,0.1517,Neutral,Inactive User
AMZ-103996,20,Female,East Asia,2022,3,Prime,Platinum,44,2910.87,66.16,4.55,2,Office,1,4.6,35,16,100,Tablet,Cash on Delivery,49.38,35,3,80,3791.0,0.2582,Very Satisfied,Loyal Shopper
AMZ-103997,37,Non-Binary,East Asia,2018,7,Prime,Diamond,39,10673.55,273.68,7.69,3,Office,7,4.8,30,28,102,Smart TV,Amazon Pay,59.27,10,1,188,13197.93,0.5472,Satisfied,Premium Spender
AMZ-103998,43,Female,North America,2020,5,Prime,Gold,2,231.18,115.59,50.0,1,Clothing,6,3.9,44,16,44,Alexa,UPI,9.97,23,1,614,235.52,0.2254,Neutral,Occasional Buyer
AMZ-103999,22,Female,North America,2023,2,Prime,Platinum,4,20.49,5.12,0.0,0,Books,6,1.7,2,4,5,Mobile,Debit Card,18.35,29,0,656,30.71,0.5031,Dissatisfied,Inactive User
AMZ-104000,52,Female,Europe,2022,3,Non-Prime,Silver,1,75.49,75.49,100.0,1,Clothing,9,1.2,30,0,12,Mobile,Debit Card,61.53,31,0,377,107.89,0.4909,Very Dissatisfied,Inactive User
AMZ-104001,65,Male,Latin America,2021,4,Prime,Platinum,78,4379.54,56.15,1.28,1,Sports,1,3.9,19,33,178,Tablet,Amazon Pay,16.12,9,0,574,4787.15,0.0545,Very Satisfied,Loyal Shopper
AMZ-104002,61,Female,Middle East,2015,10,Prime,Gold,8,781.5,97.69,100.0,8,Books,6,3.0,43,42,111,Mobile,Cash on Delivery,17.98,16,4,703,783.94,0.244,Satisfied,Bargain Hunter
AMZ-104003,25,Female,South Asia,2016,9,Prime,Platinum,14,78.63,5.62,21.43,3,Electronics,2,4.0,41,19,21,Mobile,Amazon Pay,57.18,26,2,83,94.99,0.5952,Dissatisfied,Occasional Buyer
AMZ-104004,31,Non-Binary,Latin America,2023,2,Non-Prime,Diamond,47,3158.35,67.2,2.13,1,Sports,7,4.8,7,10,154,Tablet,Debit Card,69.71,23,0,488,4589.36,0.6468,Satisfied,Loyal Shopper
AMZ-104005,67,Non-Binary,Southeast Asia,2023,2,Prime,Diamond,6,772.06,128.68,33.33,2,Grocery,3,3.7,16,43,163,Tablet,Amazon Pay,75.44,4,1,263,1025.83,0.2543,Neutral,Bargain Hunter
AMZ-104006,31,Male,North America,2023,2,Non-Prime,Platinum,3,55.77,18.59,0.0,0,Grocery,7,2.8,42,1,13,Smart TV,Debit Card,57.2,16,0,339,60.24,0.2541,Dissatisfied,Inactive User
AMZ-104007,71,Female,Middle East,2018,7,Non-Prime,Silver,30,3849.03,128.3,3.33,1,Toys,4,3.9,14,37,95,Mobile,Cash on Delivery,34.75,27,4,46,5051.16,0.5939,Very Satisfied,Loyal Shopper
AMZ-104008,68,Female,Southeast Asia,2021,4,Non-Prime,Gold,16,586.03,36.63,50.0,8,Home & Kitchen,3,3.2,17,54,114,Desktop,Gift Card,30.43,15,4,489,809.77,0.9091,Satisfied,Bargain Hunter
AMZ-104009,19,Female,Latin America,2015,10,Non-Prime,Platinum,24,10841.25,451.72,4.17,1,Grocery,7,3.1,37,9,64,Mobile,UPI,4.0,17,3,453,15945.62,0.9058,Satisfied,Premium Spender
AMZ-104010,34,Male,Europe,2017,8,Prime,Silver,32,4277.35,133.67,6.25,2,Office,4,3.5,43,21,101,Smart TV,Gift Card,77.97,11,0,302,4651.78,0.8584,Satisfied,Premium Spender
AMZ-104011,55,Non-Binary,South Asia,2015,10,Prime,Gold,3,19.49,6.5,0.0,0,Beauty,2,2.1,12,0,4,Mobile,UPI,3.36,32,4,617,21.25,0.6617,Very Dissatisfied,Inactive User
AMZ-104012,50,Male,East Asia,2020,5,Non-Prime,Gold,21,3880.47,184.78,9.52,2,Grocery,8,4.9,7,32,100,Tablet,Debit Card,36.47,32,4,350,4454.43,0.1523,Very Satisfied,Loyal Shopper
AMZ-104013,59,Non-Binary,South Asia,2018,7,Non-Prime,Diamond,45,3811.83,84.71,4.44,2,Electronics,6,3.6,38,35,102,Tablet,UPI,66.34,25,1,218,4597.9,0.7085,Very Satisfied,Loyal Shopper
AMZ-104014,67,Non-Binary,Europe,2020,5,Non-Prime,Gold,34,4646.29,136.66,5.88,2,Office,9,4.8,17,26,99,Mobile,Amazon Pay,52.07,15,0,560,5730.16,0.3216,Satisfied,Loyal Shopper
AMZ-104015,71,Female,Europe,2017,8,Prime,Silver,2,97.5,48.75,50.0,1,Toys,5,1.1,43,3,1,Desktop,Cash on Delivery,63.37,11,2,676,125.73,0.232,Neutral,Inactive User
AMZ-104016,51,Female,North America,2018,7,Prime,Gold,2,38.29,19.14,50.0,1,Electronics,4,1.6,1,4,13,Smart TV,Amazon Pay,15.39,3,4,650,55.41,0.6449,Neutral,Inactive User
AMZ-104017,26,Non-Binary,East Asia,2017,8,Prime,Platinum,17,4511.49,265.38,0.0,0,Clothing,8,4.9,44,5,104,Tablet,UPI,18.58,20,4,116,6218.76,0.2924,Neutral,Premium Spender
AMZ-104018,55,Non-Binary,Southeast Asia,2021,4,Prime,Diamond,19,9778.43,514.65,10.53,2,Clothing,7,4.9,38,11,61,Tablet,UPI,54.35,31,1,142,13815.02,0.1571,Satisfied,Premium Spender
AMZ-104019,35,Non-Binary,South Asia,2018,7,Non-Prime,Silver,7,515.17,73.6,114.29,8,Clothing,6,3.5,3,63,142,Tablet,Net Banking,50.04,32,4,396,669.08,0.1162,Dissatisfied,Bargain Hunter
AMZ-104020,58,Non-Binary,Southeast Asia,2015,10,Prime,Diamond,2,76.36,38.18,50.0,1,Automotive,4,1.5,19,0,2,Smart TV,Debit Card,46.48,14,0,428,97.01,0.1845,Very Dissatisfied,Inactive User
AMZ-104021,52,Male,Latin America,2016,9,Prime,Gold,12,573.14,47.76,8.33,1,Beauty,7,3.3,30,17,58,Tablet,UPI,67.54,35,4,23,609.96,0.8884,Dissatisfied,Occasional Buyer
AMZ-104022,61,Female,South Asia,2017,8,Non-Prime,Diamond,27,4832.33,178.98,3.7,1,Beauty,2,4.6,8,11,52,Smart TV,Credit Card,45.4,32,4,436,5001.16,0.1816,Very Satisfied,Premium Spender
AMZ-104023,24,Non-Binary,East Asia,2016,9,Prime,Gold,14,465.72,33.27,21.43,3,Grocery,3,3.2,14,6,49,Mobile,Cash on Delivery,19.86,19,2,3,472.23,0.1716,Dissatisfied,Occasional Buyer
AMZ-104024,49,Male,Europe,2018,7,Non-Prime,Silver,54,3274.15,60.63,3.7,2,Sports,1,4.1,35,33,124,Desktop,Amazon Pay,59.63,32,0,81,3965.02,0.7954,Very Satisfied,Loyal Shopper
AMZ-104025,51,Female,North America,2021,4,Non-Prime,Silver,29,5355.0,184.66,10.34,3,Electronics,3,4.8,49,27,108,Alexa,Amazon Pay,29.16,24,3,374,5483.11,0.0008,Very Satisfied,Premium Spender
AMZ-104026,42,Male,Southeast Asia,2019,6,Non-Prime,Platinum,9,349.09,38.79,44.44,4,Automotive,5,3.9,0,38,213,Desktop,Gift Card,14.51,38,0,409,428.97,0.8497,Dissatisfied,Bargain Hunter
AMZ-104027,31,Female,South Asia,2018,7,Prime,Diamond,17,7183.14,422.54,23.53,4,Clothing,6,3.2,39,22,41,Desktop,Amazon Pay,69.72,28,4,18,8732.93,0.4216,Satisfied,Premium Spender
AMZ-104028,48,Male,North America,2020,5,Prime,Diamond,6,486.09,81.02,16.67,1,Office,2,3.6,49,13,53,Desktop,Credit Card,62.09,20,0,676,708.74,0.9214,Satisfied,Occasional Buyer
AMZ-104029,45,Non-Binary,Europe,2021,4,Non-Prime,Silver,0,82.03,82.03,100.0,1,Books,5,2.3,36,1,16,Tablet,Debit Card,37.59,9,3,272,112.51,0.672,Dissatisfied,Inactive User
AMZ-104030,44,Male,Latin America,2021,4,Prime,Diamond,45,6025.78,133.91,8.89,4,Clothing,2,4.7,37,21,81,Desktop,Gift Card,40.64,1,3,107,6685.02,0.124,Satisfied,Premium Spender
AMZ-104031,26,Female,Southeast Asia,2015,10,Prime,Diamond,13,365.31,28.1,0.0,0,Office,9,2.3,19,2,25,Mobile,Credit Card,35.97,1,0,329,476.37,0.3434,Neutral,Occasional Buyer
AMZ-104032,23,Female,South Asia,2019,6,Non-Prime,Gold,28,325.01,11.61,21.43,6,Home & Kitchen,9,3.5,46,92,228,Tablet,UPI,48.01,17,2,480,365.63,0.2386,Dissatisfied,Bargain Hunter
AMZ-104033,40,Female,Southeast Asia,2017,8,Prime,Gold,1,26.48,26.48,0.0,0,Clothing,3,1.9,2,2,13,Alexa,UPI,56.9,39,4,144,27.74,0.7826,Neutral,Inactive User
AMZ-104034,24,Non-Binary,Southeast Asia,2021,4,Non-Prime,Diamond,24,1589.14,66.21,8.33,2,Automotive,2,4.1,37,24,134,Smart TV,Cash on Delivery,44.13,5,1,607,2356.76,0.1748,Satisfied,Loyal Shopper
AMZ-104035,22,Male,East Asia,2021,4,Non-Prime,Silver,10,647.71,64.77,20.0,2,Clothing,9,3.1,16,80,139,Desktop,Gift Card,1.06,25,4,456,839.84,0.8865,Satisfied,Bargain Hunter
AMZ-104036,62,Female,Latin America,2017,8,Prime,Diamond,60,3191.65,53.19,0.0,0,Beauty,8,3.6,41,47,65,Mobile,Credit Card,60.76,37,1,49,3568.78,0.2197,Satisfied,Loyal Shopper
AMZ-104037,60,Non-Binary,Middle East,2021,4,Prime,Silver,52,1463.99,28.15,3.85,2,Electronics,7,3.8,48,38,129,Smart TV,Amazon Pay,42.45,0,0,49,1632.11,0.2075,Very Satisfied,Loyal Shopper
AMZ-104038,50,Male,East Asia,2023,2,Non-Prime,Platinum,40,7452.7,186.32,2.5,1,Sports,5,4.8,25,8,80,Desktop,Gift Card,34.47,35,3,347,10489.47,0.5887,Neutral,Premium Spender
AMZ-104039,24,Male,East Asia,2021,4,Non-Prime,Platinum,4,83.18,20.8,25.0,1,Beauty,6,1.1,46,2,18,Tablet,Net Banking,18.91,3,4,227,119.94,0.8606,Very Dissatisfied,Inactive User
AMZ-104040,42,Female,South Asia,2020,5,Non-Prime,Gold,6,159.98,26.66,150.0,9,Books,1,3.9,32,84,140,Smart TV,UPI,20.34,16,0,677,216.32,0.9187,Dissatisfied,Bargain Hunter
AMZ-104041,33,Male,Latin America,2020,5,Non-Prime,Silver,25,8378.42,335.14,12.0,3,Toys,8,4.1,30,24,78,Smart TV,Amazon Pay,3.48,31,2,332,11269.85,0.2857,Very Satisfied,Premium Spender
AMZ-104042,47,Male,Middle East,2021,4,Prime,Platinum,12,142.86,11.91,8.33,1,Home & Kitchen,8,3.9,28,7,28,Alexa,Gift Card,4.66,33,1,558,201.64,0.4783,Satisfied,Occasional Buyer
AMZ-104043,37,Female,Europe,2023,2,Prime,Gold,2,78.18,39.09,50.0,1,Beauty,8,2.9,48,0,6,Desktop,UPI,14.22,15,1,471,87.77,0.2377,Dissatisfied,Inactive User
AMZ-104044,49,Non-Binary,South Asia,2016,9,Prime,Diamond,29,13811.65,476.26,13.79,4,Home & Kitchen,3,4.1,19,19,63,Desktop,Cash on Delivery,54.95,36,4,544,17523.44,0.3544,Very Satisfied,Premium Spender
AMZ-104045,29,Male,South Asia,2022,3,Prime,Diamond,0,44.8,44.8,0.0,0,Home & Kitchen,8,2.8,33,2,1,Tablet,Amazon Pay,71.5,11,0,537,66.89,0.5233,Dissatisfied,Inactive User
AMZ-104046,31,Male,South Asia,2019,6,Prime,Diamond,62,3780.89,60.98,3.23,2,Sports,8,4.0,6,34,62,Mobile,Cash on Delivery,9.96,18,2,129,4822.88,0.0234,Very Satisfied,Loyal Shopper
AMZ-104047,39,Female,East Asia,2020,5,Prime,Platinum,34,2077.45,61.1,2.94,1,Electronics,4,4.6,11,49,151,Alexa,UPI,55.31,22,1,399,2884.66,0.4193,Very Satisfied,Loyal Shopper
AMZ-104048,43,Non-Binary,East Asia,2015,10,Prime,Gold,6,353.79,58.97,0.0,0,Electronics,8,2.3,23,3,47,Desktop,Debit Card,44.43,8,1,709,440.58,0.9879,Neutral,Occasional Buyer
